gemeente,buurt_naam,x,y
's-Gravenhage,Huygenspark,0.2581003087388537,0.4827482981183105
's-Gravenhage,Kampen,0.26646312115520304,0.48939069054044143
's-Gravenhage,Kerketuinen en Zichtenburg,0.24027955583114122,0.4742530069653316
's-Gravenhage,Kijkduin,0.2334511174953516,0.4820731251953952
's-Gravenhage,Kom Loosduinen,0.23565943464897213,0.4764510885928422
's-Gravenhage,Koningsplein en omgeving,0.2487364900066739,0.48533532971776094
's-Gravenhage,Kortenbos,0.2536988375779501,0.4849141532401345
's-Gravenhage,Kraayenstein en Vroondaal,0.2342923100859136,0.47327368714977164
's-Gravenhage,Laakhaven-Oost,0.2595436810458902,0.48131841661457786
's-Gravenhage,Laakhaven-West,0.2566802704938363,0.47927512824519414
's-Gravenhage,Laakkwartier-Oost,0.25955583327783016,0.478694899786501
's-Gravenhage,Laakkwartier-West,0.25744032935936484,0.476962928287156
's-Gravenhage,Lage Veld,0.25127646248375746,0.46490063171510304
's-Gravenhage,Landen,0.2701272747128081,0.491681586798632
's-Gravenhage,Leyenburg,0.2447623139812953,0.47886442253982114
's-Gravenhage,Marlot,0.2682273606689993,0.493809694693935
's-Gravenhage,Moerwijk-Noord,0.2529329177900454,0.47688775130176564
's-Gravenhage,Moerwijk-Oost,0.2540496448904254,0.4750735256119229
's-Gravenhage,Moerwijk-West,0.25078051192313344,0.4749755628954742
's-Gravenhage,Moerwijk-Zuid,0.2514505474668266,0.47348545496827066
's-Gravenhage,Morgenstond-Oost,0.2466371478667041,0.4756251983009328
's-Gravenhage,Morgenstond-West,0.24505882188565645,0.47461510311651767
's-Gravenhage,Morgenstond-Zuid,0.24780362431577724,0.47294774861543737
's-Gravenhage,Morgenweide,0.2722348666869331,0.4732315984548706
's-Gravenhage,Nassaubuurt,0.25767091741713855,0.4894319432263954
's-Gravenhage,Nieuw Waldeck,0.23742754015094822,0.4784902370639385
's-Gravenhage,Noordpolderbuurt,0.2614033640592556,0.47968069058757323
's-Gravenhage,Ockenburgh,0.23147310627264586,0.47790361672937126
's-Gravenhage,Oostbroek-Noord,0.2479956254794485,0.48163534382579365
's-Gravenhage,Oostbroek-Zuid,0.2491901948768669,0.4799465161845273
's-Gravenhage,Oostduinen,0.25515743286802345,0.4988401641348061
's-Gravenhage,Oud Scheveningen,0.2460387373947538,0.4949442127772165
's-Gravenhage,Parkbuurt oosteinde,0.25060560628847733,0.46650422265085745
's-Gravenhage,Rietbuurt,0.2797918522572726,0.47754315948867065
's-Gravenhage,Rijslag,0.24902079034038577,0.4963464566553349
's-Gravenhage,Rivierenbuurt-Noord,0.25934965976646923,0.4849145415517579
's-Gravenhage,Rivierenbuurt-Zuid,0.2600458001993395,0.48350017379873134
's-Gravenhage,Rond de Energiecentrale,0.24980520083943739,0.4838959248124252
's-Gravenhage,Rosenburg,0.24026232242104378,0.4801309523205475
's-Gravenhage,Rustenburg,0.24656339182022552,0.4805333858621195
's-Gravenhage,Scheveningen Badplaats,0.2475212232670843,0.4966199369922726
's-Gravenhage,Schildersbuurt-Noord,0.25485449917194325,0.481971874612368
's-Gravenhage,Schildersbuurt-Oost,0.25585425396826583,0.48073262042591336
's-Gravenhage,Schildersbuurt-West,0.25266314905918386,0.4817049518895278
's-Gravenhage,Singels,0.268936068510561,0.4703642953907261
's-Gravenhage,Spoorwijk,0.25589083740175006,0.47593891578988623
's-Gravenhage,Stadhoudersplantsoen,0.24707302999281416,0.48798594966190906
's-Gravenhage,Statenkwartier,0.24696354054939107,0.49104270466354316
's-Gravenhage,Sweelinckplein en omgeving,0.2484975294157172,0.48694624264504127
's-Gravenhage,Tedingerbuurt,0.2714104021230719,0.47748057203577454
's-Gravenhage,Transvaalkwartier-Midden,0.2506479156284824,0.4812468617010869
's-Gravenhage,Transvaalkwartier-Noord,0.24978648362852449,0.4823354140284235
's-Gravenhage,Transvaalkwartier-Zuid,0.25159430550472894,0.4798077281858422
's-Gravenhage,Uilebomen,0.25804193292775596,0.4851966452876991
's-Gravenhage,Uilennest,0.2616438535868366,0.49156334596428997
's-Gravenhage,Valkenboskwartier,0.24671032366483314,0.4836953421487438
's-Gravenhage,Van Hoytemastraat en omgeving,0.25964758613273853,0.4905040376490168
's-Gravenhage,Van Stolkpark en Scheveningse Bosjes,0.249353269835606,0.4937591713676612
's-Gravenhage,"Venen, Oorden en Raden",0.24132326168705429,0.4730521758637967
's-Gravenhage,Visserijbuurt,0.2480254399147933,0.4948319322332019
's-Gravenhage,Vissershaven,0.24449840670832274,0.49272034056216196
's-Gravenhage,Vliegeniersbuurt,0.26783086963115454,0.47128356881993655
's-Gravenhage,Vlietzoom-Oost,0.2727376794853347,0.48198941829986164
's-Gravenhage,Vlietzoom-West,0.2696071351329386,0.47895264734541726
's-Gravenhage,Vogelwijk,0.24086620802311515,0.4861166250734501
's-Gravenhage,Voorhout,0.25592338670579234,0.4868626579081249
's-Gravenhage,Vruchtenbuurt,0.24126452327251674,0.48194068186674044
's-Gravenhage,Waalsdorp,0.257064201989069,0.49296287972268005
's-Gravenhage,Waldeck-Noord,0.2347763742340515,0.47899871317483134
's-Gravenhage,Waldeck-Zuid,0.23524770225685274,0.4775361076558567
's-Gravenhage,Waterbuurt,0.2701172226163518,0.46902821436832415
's-Gravenhage,Westbroekpark,0.25201773989564047,0.49470997255540533
's-Gravenhage,Willemspark,0.25554012166072415,0.4886351273955088
's-Gravenhage,Zeeheldenkwartier,0.2519360858421932,0.4866536868759507
's-Gravenhage,"Zijden, Steden en Zichten",0.24220022071673936,0.47158906810050466
's-Gravenhage,Zonne Veld,0.2520667943452408,0.46351405164600595
's-Gravenhage,Zorgvliet,0.24881672493859025,0.4894296548246801
's-Gravenhage,Zuiderpark,0.24765733055570005,0.4775073599702366
's-Gravenhage,Zuidwal,0.25573023772012343,0.4838719099178918
's-Hertogenbosch,'t Ven,0.527870652435879,0.35036192850603476
's-Hertogenbosch,A2 zone Rosmalen-Noord,0.5258470217260665,0.35009406312508834
's-Hertogenbosch,A2 zone Rosmalen-Zuid,0.5281271444452735,0.3462381847248009
's-Hertogenbosch,Aawijk-Noord,0.5223986701996418,0.34292796403242126
's-Hertogenbosch,Aawijk-Zuid,0.5217138491808024,0.3409445514688328
's-Hertogenbosch,Abdijenbuurt,0.5166496331571124,0.3538411948815346
's-Hertogenbosch,Bazeldonk,0.5193063966213604,0.3393798397437239
's-Hertogenbosch,Bedrijvenpark De Brand,0.5283142427811439,0.340005079777826
's-Hertogenbosch,Bedrijventerrein De Herven,0.5229625693284405,0.3480025732024577
's-Hertogenbosch,Bedrijventerrein Kruisstraat,0.5397310920369269,0.35438459607487005
's-Hertogenbosch,Bedrijventerrein Maaspoort,0.5096836326343733,0.3540248056972843
's-Hertogenbosch,Bedrijventerrein Nuland,0.5514394265930117,0.35311662770623126
's-Hertogenbosch,Bedrijventerrein-Noord,0.5121433294536998,0.35008353468561826
's-Hertogenbosch,Bedrijventerrein-Zuid,0.5205587475854242,0.33950670578632436
's-Hertogenbosch,Binckhorst,0.5401670773689334,0.35151787795036354
's-Hertogenbosch,Binnenstad-Centrum,0.5139351418489689,0.3406429504894077
's-Hertogenbosch,Binnenstad-Noord,0.5157568216932631,0.3417697298972793
's-Hertogenbosch,Binnenstad-Oost,0.5164853299089208,0.3404238099055723
's-Hertogenbosch,Bokhoven,0.4955801954786781,0.35825269054216186
's-Hertogenbosch,Boschveld,0.5105900146314856,0.3426276600999031
's-Hertogenbosch,Brabantpoort,0.5236811163901324,0.3519938404496054
's-Hertogenbosch,Broekland,0.5300573307827583,0.3569953297796018
's-Hertogenbosch,De Bossche Pad,0.5185383709802969,0.3405895386462939
's-Hertogenbosch,De Buitenpepers,0.5173262022514008,0.3462554059790842
's-Hertogenbosch,De Donk,0.5188680583734098,0.3511725561839429
's-Hertogenbosch,De Edelstenenbuurt,0.5140728652293622,0.3489867401358413
's-Hertogenbosch,De Gestelse Buurt,0.5211058151532081,0.3381405980689319
's-Hertogenbosch,De Groote Vliet,0.5260532157041063,0.3528883860630056
's-Hertogenbosch,De Hambaken,0.5154465119715563,0.34932597644051866
's-Hertogenbosch,De Haren,0.5199844687106723,0.34989085412252563
's-Hertogenbosch,De Haverleij,0.5006208632665182,0.3546259723729781
's-Hertogenbosch,De Herven,0.5198090995324266,0.3467179254112468
's-Hertogenbosch,De Hinthamerpoort,0.518559476896357,0.3419325024913496
's-Hertogenbosch,De Hofstad,0.5173511812049079,0.3411155340071303
's-Hertogenbosch,De Hoven,0.5268463127325397,0.35595211902815016
's-Hertogenbosch,De Italiaanse Buurt,0.5131123396853909,0.3539101640936731
's-Hertogenbosch,De Koornwaard,0.5264733392870236,0.36254742477327434
's-Hertogenbosch,De Kruiskamp,0.5027531666251921,0.34413345151949787
's-Hertogenbosch,De Lage Kant,0.5527273291553689,0.35531012781432597
's-Hertogenbosch,De Lanen,0.5265504131417862,0.35813370483163015
's-Hertogenbosch,De Meerendonk,0.5223850227662272,0.33834430988696285
's-Hertogenbosch,De Moerputten,0.501103085885097,0.34152092285597335
's-Hertogenbosch,De Muntel,0.5157733526246149,0.3427215740320961
's-Hertogenbosch,De Muziekinstrumentenbuurt,0.513443625539878,0.35022475597294866
's-Hertogenbosch,De Overlaet-Oost,0.5311215980570534,0.35411561964509686
's-Hertogenbosch,De Overlaet-West,0.5282220949079706,0.3524981370182636
's-Hertogenbosch,De Reit,0.5212020226259654,0.35089696406547566
's-Hertogenbosch,De Rietvelden-Oost,0.5086668483418676,0.3436435597222779
's-Hertogenbosch,De Rietvelden-West,0.5054259767530053,0.34690152287133985
's-Hertogenbosch,De Rompert,0.5168692093378536,0.3502148008901994
's-Hertogenbosch,De Schutskamp,0.5056778620210391,0.3421541279643726
's-Hertogenbosch,De Slagen,0.5183372075087793,0.3487502887949073
's-Hertogenbosch,De Sprookjesbuurt,0.5148723204142663,0.35076859965083834
's-Hertogenbosch,De Staatsliedenbuurt,0.5135131680273842,0.3556839182873865
's-Hertogenbosch,De Vliert,0.5162716361508158,0.3443140028157235
's-Hertogenbosch,De Vutter,0.5042721413570885,0.34986157131086937
's-Hertogenbosch,De Watertuinen,0.5321741289335564,0.3579591448771797
's-Hertogenbosch,Deuteren,0.5080815711516501,0.3406457123706628
's-Hertogenbosch,Empel-Oost,0.5219001164952513,0.35684105649855763
's-Hertogenbosch,Engelermeer,0.497768800050311,0.34913729157335405
's-Hertogenbosch,Ertveld,0.5117032319076977,0.34793634951305735
's-Hertogenbosch,Graafsebuurt-Noord,0.5203137674199407,0.34388320788407506
's-Hertogenbosch,Graafsebuurt-Zuid,0.5200551084440573,0.34259028645291906
's-Hertogenbosch,Grevelingen,0.5193038448703373,0.34081265999728205
's-Hertogenbosch,Heeseind,0.5461092398603091,0.3542521608951797
's-Hertogenbosch,Henriëttewaard,0.5066033563132142,0.3537368487648344
's-Hertogenbosch,Het Bossche Broek,0.5143334855606062,0.3328977899067321
's-Hertogenbosch,Het Vinkel,0.540805405376772,0.34677517637958355
's-Hertogenbosch,Het Zand,0.5124132821622273,0.3415471259825679
's-Hertogenbosch,Het Zilverpark,0.5117669515693297,0.3553979343651345
's-Hertogenbosch,Hintham-Noord,0.5241915462949708,0.3457034639416453
's-Hertogenbosch,Hintham-Zuid,0.5251962532513927,0.34388109427213454
's-Hertogenbosch,Hondsberg,0.5316756505692493,0.3521343547754549
's-Hertogenbosch,Kloosterstraat,0.525095470339816,0.3344842743294532
's-Hertogenbosch,Kom Empel,0.5198744915903178,0.3556183177358401
's-Hertogenbosch,Kom Engelen,0.5043795834392785,0.3524212307399874
's-Hertogenbosch,Kom Nuland,0.5491967576150183,0.3545177085430281
's-Hertogenbosch,Kom Vinkel,0.5557176700086127,0.3466668874547132
's-Hertogenbosch,Kruisstraat,0.5375795753316933,0.3555378876965213
's-Hertogenbosch,Landelijk gebied De Groote Wielen,0.5280617282797473,0.35992893654484726
's-Hertogenbosch,Landelijk gebied Nuland,0.5491969786525858,0.36069722103529145
's-Hertogenbosch,Landelijk gebied Vinkel,0.556536522178805,0.347429700133927
's-Hertogenbosch,Lokeren,0.5157949216104379,0.3548613146235956
's-Hertogenbosch,Maasakker,0.5191936151909947,0.3573133099602761
's-Hertogenbosch,Maasdal,0.5154435924181677,0.3533174049833624
's-Hertogenbosch,Maasoever,0.5087318729996714,0.35768288967061385
's-Hertogenbosch,Maasstroom,0.5147831062491883,0.35592436706712466
's-Hertogenbosch,Maasvallei,0.5108279429582188,0.3544656997118992
's-Hertogenbosch,Maliskamp-Oost,0.5359515152578539,0.3472122923557697
's-Hertogenbosch,Maliskamp-West,0.5320768997344881,0.34542317304307685
's-Hertogenbosch,Molenhoek,0.5309806121203682,0.34828002493942894
's-Hertogenbosch,Orthen,0.515316242323051,0.3473251170327472
's-Hertogenbosch,Orthen-West,0.513601944648318,0.34690925904636766
's-Hertogenbosch,Orthenpoort,0.5141336661664422,0.3444260763005878
's-Hertogenbosch,Oud Empel,0.513546098109764,0.3575171413343775
's-Hertogenbosch,Overig Landelijk gebied De Groote Wielen,0.524817970291854,0.35735593996075193
's-Hertogenbosch,Paleiskwartier,0.5104985615235444,0.34025383779449037
's-Hertogenbosch,Pettelaarpark,0.5224219120144081,0.33674962152716204
's-Hertogenbosch,Rosmalen-Centrum,0.5301151859868234,0.350854055675431
's-Hertogenbosch,Rosmalense Polder,0.5385753981667064,0.36108501107289215
's-Hertogenbosch,Sparrenburg,0.5345905123279222,0.3502572762181497
's-Hertogenbosch,Veemarktkwartier,0.5087838794743539,0.34631722274477594
's-Hertogenbosch,Vinkeloord,0.5464479056494103,0.3470799712765269
's-Hertogenbosch,Vlietdijk,0.5286541622484116,0.35430431655397937
's-Hertogenbosch,Vughterpoort,0.5115165118087276,0.337117977648225
's-Hertogenbosch,Willemspoort,0.5086875605425246,0.3392073703629666
's-Hertogenbosch,Zuid,0.5182786794260644,0.33758606460587387
Aa en Hunze,Amen,0.848988628185711,0.8028800148122223
Aa en Hunze,Anderen,0.8679697683377486,0.8245275311636884
Aa en Hunze,Anloo,0.8722543657326327,0.8418405321268861
Aa en Hunze,Annen,0.8759001382428738,0.8456727751328574
Aa en Hunze,Annerveenschekanaal,0.8964755059583183,0.8537762352576247
Aa en Hunze,Ballo,0.8538113291540089,0.8222103985119897
Aa en Hunze,Bonnerveen,0.9058079854863087,0.8286365301187304
Aa en Hunze,Deurze,0.8486185461448559,0.8179713300729383
Aa en Hunze,Eext,0.8803736410784581,0.8309884073884191
Aa en Hunze,Eexterveen,0.8977185266118342,0.8439190910146187
Aa en Hunze,Eexterveenschekanaal,0.9054904788854055,0.845753274632214
Aa en Hunze,Eexterzandvoort,0.8931587171192266,0.8373207590130514
Aa en Hunze,Ekehaar,0.8469409276503006,0.8068001129164604
Aa en Hunze,Gasselte,0.8959888560289146,0.8147059856765153
Aa en Hunze,Gasselterboerveen,0.9078710810989888,0.8248459905529413
Aa en Hunze,Gasselterboerveenschemond,0.9195396181438862,0.8284172462290759
Aa en Hunze,Gasselternijveen,0.9103783172039772,0.8204636025647712
Aa en Hunze,Gasselternijveenschemond,0.9247691596884033,0.8241125481357726
Aa en Hunze,Gasteren,0.8621708439221603,0.8375713944054948
Aa en Hunze,Gieten,0.8884530944934805,0.8256232863675453
Aa en Hunze,Gieterveen,0.9063227691032806,0.8347597367011109
Aa en Hunze,Grolloo,0.8649280742426486,0.8002026926093233
Aa en Hunze,Kostvlies,0.897005564358834,0.8202137048666314
Aa en Hunze,Nieuw-Annerveen,0.8895483549842245,0.8505557519411601
Aa en Hunze,Nieuwediep,0.911194674629335,0.8408486850201926
Aa en Hunze,Nijlande,0.8526150613263137,0.8149080584721673
Aa en Hunze,Oud-Annerveen,0.8869374031764616,0.8565856683276603
Aa en Hunze,Rolde,0.859424660840284,0.8179777273268406
Aa en Hunze,Schipborg,0.8636341441538103,0.8512967573247022
Aa en Hunze,Schoonloo,0.8723256603256958,0.7898584133957101
Aa en Hunze,Spijkerboor,0.8877182551066809,0.8530964794595147
Aa en Hunze,Verspreide huizen Anderen,0.8678113936862868,0.8222211272444794
Aa en Hunze,Verspreide huizen Anloo,0.8717155261412111,0.8412667939099061
Aa en Hunze,Verspreide huizen Annen,0.8816808707918914,0.8444831805191861
Aa en Hunze,Verspreide huizen Annerveenschekanaal,0.8959158392580467,0.8534286459193204
Aa en Hunze,Verspreide huizen Eext,0.8829099985948929,0.8368820674773806
Aa en Hunze,Verspreide huizen Eexterveen,0.8940899724563395,0.8458573822898793
Aa en Hunze,Verspreide huizen Eexterveenschekanaal,0.9059322099069098,0.8440591953425801
Aa en Hunze,Verspreide huizen Eexterzandvoort,0.8925123003014134,0.8380110291775581
Aa en Hunze,Verspreide huizen Ekehaar,0.8461144800660347,0.8079793006340369
Aa en Hunze,Verspreide huizen Gasselte,0.8924610452230308,0.8176005589910459
Aa en Hunze,Verspreide huizen Gasselternijveenschemond,0.9145164600484663,0.8238548513314463
Aa en Hunze,Verspreide huizen Gasteren,0.8616638663405829,0.8395878661416892
Aa en Hunze,Verspreide huizen Gieten,0.8911492521779403,0.8268613053720114
Aa en Hunze,Verspreide huizen Gieterveen,0.9080338880774098,0.835373305785803
Aa en Hunze,Verspreide huizen Grolloo,0.8725258184834784,0.7940500674547992
Aa en Hunze,Verspreide huizen Nieuw-Annerveen,0.8922949834136462,0.8501379410728711
Aa en Hunze,Verspreide huizen Nooitgedacht,0.8646023777676212,0.8121945954307963
Aa en Hunze,Verspreide huizen Oud-Annerveen,0.8873698117502247,0.8576330713313547
Aa en Hunze,Verspreide huizen Papenvoort,0.8754143658058171,0.8046835707631882
Aa en Hunze,Verspreide huizen Rolde,0.8579481020373833,0.8173587347880904
Aa en Hunze,Verspreide huizen Schipborg,0.86456208153946,0.8503311240147704
Aalsmeer,Bovenlanden,0.3788412859102988,0.557720185531284
Aalsmeer,Centrum,0.37090919826929575,0.5543765048596946
Aalsmeer,Greenpark,0.3794044447147039,0.5551459865461721
Aalsmeer,Hornmeer,0.37496757447113654,0.548579011406136
Aalsmeer,Kudelstaart,0.3711209594527032,0.541694362492357
Aalsmeer,Oosteinde,0.38420722847118766,0.5574037720226414
Aalsmeer,Schinkelpolder,0.3863780276041874,0.5619962887246374
Aalsmeer,Stommeer,0.3738787221185777,0.552250859974697
Aalsmeer,Uiterweg,0.36620825388284967,0.5511162942966754
Aalten,Aalten Kern 't Kobus,0.8434545055539995,0.42945581929282356
Aalten,Aalten-kern Centrum,0.8488302135833462,0.42959048829476254
Aalten,Aalten-kern Noord/Noordoost,0.8496319108674854,0.431259853284214
Aalten,Aalten-kern Oost,0.8515564958279723,0.4291817838577949
Aalten,Aalten-kern West,0.8460084887958571,0.42965492794325766
Aalten,Aalten-kern Zuid 1,0.8489578922053965,0.42698207168827695
Aalten,Aalten-kern Zuid 2,0.85089048619734,0.4262279220886839
Aalten,Barlo-Kern,0.8505809246516784,0.4407884202805683
Aalten,Bredevoort,0.8587909798722927,0.43610743481728725
Aalten,De Heurne-kern,0.8257381276136759,0.41629051102483305
Aalten,Dinxperlo Centrum/Oost,0.8256215277757276,0.40631112444159634
Aalten,Dinxperlo Noord,0.8249552363986934,0.4081768958832617
Aalten,Dinxperlo West,0.8223916138886497,0.4068149618236124
Aalten,Haart-kern,0.8659700794925645,0.431035549471066
Aalten,IJzerlo-kern,0.8385963481045464,0.41629724019221875
Aalten,Lintelo-kern,0.8314046380009319,0.42884362626215583
Aalten,Verspreide huizen Barlo,0.8487694750928596,0.44203917109974944
Aalten,Verspreide huizen Bredevoort,0.8574922485114923,0.44074680145724787
Aalten,Verspreide huizen Dale,0.8462163216139957,0.4341138631568286
Aalten,Verspreide huizen Dalese Veld,0.8384781853120031,0.43970256734409663
Aalten,Verspreide huizen De Heurne,0.827681358454598,0.4170186968653228
Aalten,Verspreide huizen Dinxperlo,0.8260488569062113,0.4097016834960057
Aalten,Verspreide huizen Haart,0.860376134123527,0.42784420413322977
Aalten,Verspreide huizen Het Zwanenbroek,0.8605612611014439,0.43465447252521977
Aalten,Verspreide huizen Heurne,0.8496461905373702,0.4221271643410333
Aalten,Verspreide huizen Hollenberg,0.8543876677052581,0.4342372950284746
Aalten,Verspreide huizen IJzerlo,0.8379733202314934,0.41736261851387046
Aalten,Verspreide huizen Lintelo,0.8313618733161969,0.42922061518449545
Aalten,Verspreide huizen ten westen van Aalten,0.8404564331937381,0.42756590040333703
Achtkarspelen,Augustinusga,0.7330158416413376,0.9020965913140806
Achtkarspelen,Boelenslaan,0.728691689129752,0.8821882402403041
Achtkarspelen,Buitenpost,0.728953950129954,0.914612214794387
Achtkarspelen,Drogeham,0.7211582380473555,0.8964858703018146
Achtkarspelen,Gerkesklooster,0.7443768129217648,0.9110778240310421
Achtkarspelen,Harkema,0.726532310650173,0.890808049224249
Achtkarspelen,Kootstertille,0.7162530266273913,0.9012601599316589
Achtkarspelen,Stroobos,0.7462841097949486,0.9103499758662003
Achtkarspelen,Surhuisterveen,0.7350468495692439,0.8893672809029698
Achtkarspelen,Surhuizum,0.7376726450039386,0.8983697789542534
Achtkarspelen,Twijzel,0.7154771646796522,0.9087428020981332
Achtkarspelen,Twijzelerheide,0.7038707887709906,0.9108771482541036
Achtkarspelen,Verspreide huizen Augustinusga,0.7327980414547862,0.9031476955645543
Achtkarspelen,Verspreide huizen Boelenslaan,0.7261959861312149,0.8807097400822048
Achtkarspelen,Verspreide huizen Buitenpost,0.7297088171692081,0.9139852325894556
Achtkarspelen,Verspreide huizen Drogeham,0.721410191827898,0.8954507716822496
Achtkarspelen,Verspreide huizen Gerkesklooster,0.74316913096713,0.9121857171595407
Achtkarspelen,Verspreide huizen Harkema,0.7246740709082402,0.8902022041893264
Achtkarspelen,Verspreide huizen Kootstertille,0.7153441263952764,0.9039266163584682
Achtkarspelen,Verspreide huizen Stroobos,0.7452665020947729,0.9076549622152386
Achtkarspelen,Verspreide huizen Surhuisterveen,0.7348078117831147,0.8857790303939023
Achtkarspelen,Verspreide huizen Surhuizum,0.7410084823674105,0.8971589524466573
Achtkarspelen,Verspreide huizen Twijzel,0.7157872646745519,0.9134160805629538
Achtkarspelen,Verspreide huizen Twijzelerheide,0.7071053816814925,0.9101760997096822
Alblasserdam,Blokweer Noord,0.3472134358653923,0.4084781644155533
Alblasserdam,Blokweer Zuid,0.3471255462803441,0.40770279136860327
Alblasserdam,Cortgene,0.34434393090239435,0.4060524568471575
Alblasserdam,De Werven,0.3444516072551369,0.40489045866111856
Alblasserdam,Dijk,0.33997085633098756,0.40887384190598686
Alblasserdam,Drentsebuurt,0.34654157537188723,0.40647219141118685
Alblasserdam,Florabuurt,0.34551393970593386,0.40703951112062176
Alblasserdam,Groene Long,0.34282026373496105,0.40700911170063336
Alblasserdam,Hoogendijk,0.34975173853009733,0.4002533974666198
Alblasserdam,Klein Alblas,0.3497653465940298,0.40530340257336545
Alblasserdam,Middelland,0.34585931860604213,0.4084960469871908
Alblasserdam,Nieuw Kinderdijk,0.34020149630577146,0.40889853508221546
Alblasserdam,Nieuwland,0.3491180399004686,0.3990507786926536
Alblasserdam,Oranjebuurt,0.3475094919451596,0.406451701475214
Alblasserdam,Polder Blokweer,0.3422546273557016,0.41028211370845047
Alblasserdam,Polder Kortland,0.35160976869391053,0.40717053930157826
Alblasserdam,Polder Souburgh,0.3515419684708747,0.40545725144394845
Alblasserdam,Polder Vinkenwaard,0.3507811770943401,0.40347059094355925
Alblasserdam,Polderbuurt,0.3468031846334539,0.40414562077162347
Alblasserdam,Redersbuurt,0.34561477043761724,0.40559842146801456
Alblasserdam,Rivierenbuurt,0.34123646689072645,0.40836789839825904
Alblasserdam,Schildersbuurt,0.3483709143993906,0.4075561045867925
Alblasserdam,Schrijversbuurt,0.34828045796929663,0.40638081244528784
Alblasserdam,Staatsliedenbuurt,0.34410364247792447,0.40768981260771064
Alblasserdam,Vinkenwaard,0.34890318144766597,0.4032746605676552
Alblasserdam,Vogelbuurt,0.3412059844604427,0.40918553309158157
Alblasserdam,Waterland,0.3426588306925965,0.4084176322493684
Alblasserdam,Zeelt,0.3445128521791362,0.4086241804859248
Alblasserdam,kerkbuurt,0.3469521364892358,0.4051992503218846
Albrandswaard,Beatrixstraat,0.2749620927197192,0.4046071682919754
Albrandswaard,Buitengebied,0.29380655474784995,0.40102087686573334
Albrandswaard,Buitengebied Poortugaal,0.28011686968822036,0.40780804895647355
Albrandswaard,Buitengebied Rhoon-Noord,0.28518359327339965,0.4073573694237341
Albrandswaard,Buitengebied Rhoon-Zuid,0.28901207306125265,0.4048131772841118
Albrandswaard,De Eilanden,0.29858666215140167,0.40208888623987205
Albrandswaard,Distripark,0.28247256838651197,0.40847764350017984
Albrandswaard,Driehoek,0.2965681847188534,0.40432490847953245
Albrandswaard,Ghijseland,0.28534336024325324,0.40399233061834333
Albrandswaard,Kijvelanden,0.2805134740192481,0.40145703210621375
Albrandswaard,Landweg,0.27751216121666417,0.40384857956120196
Albrandswaard,Overhoeken,0.28705904243702046,0.4047851691367272
Albrandswaard,Park Rhoon,0.28338494738212505,0.40267433693438365
Albrandswaard,Polder Albrandswaard,0.27677125580157214,0.40126043353218793
Albrandswaard,Poortugaal,0.28070981992592553,0.40561891664337607
Albrandswaard,Poortugaal Zuid,0.27732192207445133,0.40219393866949027
