,bron_naam,type_bron,MWcapaciteit,capfactor,volfactor,status,Brontemperatuur,Uitkoppel_min,Uitkoppel_max,Productiekosten,targetGMC,xcor,ycor
496,Stork Veco,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7082707585643355,0.48963206922068636
497,Storteboom Kornhorn BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7550966010213084,0.8900358412443724
498,Straalbedrijf AJ den Breejen en Zonen BV,Industrie,0.03,,,Optie B,80.0,200.0,200.0,2.0,,0.3699577553007576,0.38696172904841303
499,Struik Foods Netherlands,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.594467720118017,0.5278926688736796
500,SU Specialiteitenfabriek Puttershoek,Industrie,0.05,,,Optie B,80.0,200.0,200.0,2.0,,0.31986844335892706,0.38627897524426047
501,Suiker Unie Dinteloord,Industrie,40.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.28535858480867815,0.3161004598290246
502,Suiker Unie Vierverlaten,Industrie,22.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8178556295762636,0.9021407033759659
503,Synbra Technology BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.33866191972802,0.31843897406643606
504,T Boer en zn,Industrie,0.07,,,Optie B,80.0,200.0,200.0,2.0,,0.33520446779126517,0.43968219670819253
505,TANATEX Chemicals BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6035963060896468,0.4653893616819364
506,Tata Steel IJmuiden BV,Industrie,151.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.33089881807464644,0.6306520638899727
507,Tata Steel Nederland Tubes BV Maastricht,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6238313383267596,0.04508348118358139
508,Tata Steel Nederland Tubes BV Oosterhout,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4051256327564615,0.31745937078221714
509,Tata Steel Nederland Tubes BV Zwijndrecht,Industrie,0.08,,,Optie B,80.0,200.0,200.0,2.0,,0.336220022980609,0.38434615529627303
510,Tate en Lyle Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3876291763108377,0.6258529972955672
511,Teeuwissen Coldstore Cuijk BV,Industrie,0.0,,,Optie B,80.0,200.0,200.0,2.0,,0.6612927730078355,0.36471450968122
512,Teijin Aramid BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9311984351465125,0.9419976935662047
513,Teijin Aramid BV Arnhem,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.680885000649446,0.44246598516570346
514,Teijin Aramid BV Emmen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9264135346663831,0.7427622175283554
515,Tessenderlo Chemie Rotterdam BV,Industrie,0.48,,,Optie B,80.0,200.0,200.0,2.0,,0.2584292561923701,0.41879388829419206
516,Theo Pouw Beheer BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4542754610587118,0.4961924427301522
517,Theo Pouw Secundaire Bouwstoffen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9029873009166881,0.9870198647095975
518,Titan Wood,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6808127326771707,0.4442470820461014
519,Trespa International BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6065669001079147,0.1763239346484605
520,Trobas Gelatine BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4136076105551009,0.31491965856387194
521,Tronox Pigments Holland BV,Industrie,13.49,,,Optie B,80.0,200.0,200.0,2.0,,0.24373983993302245,0.4190478595160266
522,TU Delft Warmtekrachtcentrale,STEG,1.81,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.2704789896749215,0.456318960902132
523,Ulamo,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7919494633042757,0.42079597312086164
524,UMC St Radboud en Radboud Universiteit Nijmegen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6617758273488342,0.38902318377109585
525,Umicore Nederland BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.624051945821074,0.002967136617282283
526,Unilever Nederland BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5751455464780671,0.3685834479047511
527,Unilever Nederland Foods Factories BV,Industrie,0.49,,,Optie B,80.0,200.0,200.0,2.0,,0.3050915448173513,0.4243251836060946
528,Unipol Holland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5793751246449224,0.3750745565355348
529,UZIMET BV,Industrie,0.04,,,Optie B,80.0,200.0,200.0,2.0,,0.26501324882440813,0.46896804708051376
530,Van Gansewinkel De Lier,AVI,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.706962327908402,0.8640813017039066
531,Van Gansewinkel Drachten,AVI,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7082897764517765,0.8656908855513773
532,Van Gansewinkel Stadskanaal,AVI,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.945077689400878,0.8171691888707582
533,Van Houtum Papier BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7072704176849445,0.1739062605496981
534,Van Merksteijn International,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8549367065085215,0.5914877224865555
535,Van Rooi Meat BV Helmond,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6187307409151115,0.2523668764587844
536,Van Swaay Hout Schijndel,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5617455429872122,0.3107010976193738
537,Van Vliet Groep Milieu Dienstverleners BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4646326025590235,0.4723059545674818
538,Vecom Metal Treatment Technology BV,Industrie,0.06,,,Optie B,80.0,200.0,200.0,2.0,,0.2371976866533544,0.42834914322477147
539,Verwerkings industrie Vreeland,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7877655280672787,0.45664879365776123
540,Verzinkerij Dieren BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7251966783867325,0.47531732762637685
541,Verzinkerij van Aert BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6340515510374969,0.1982710062080309
542,Verzinkerij Weert BV en Electrocoat BV Weert Groep,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6236677844947679,0.1614781623175879
543,Verzinkerij West Brabant BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.31707281390511544,0.3058492577840675
544,Vetsmelterij CM Bosland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5023488769318074,0.6061784734222824
545,Vetveredeling Lexmond BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.43744082709603116,0.435255841127648
546,Vijfwal,Gasmotor,5.0,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.479573054932591,0.46096630442894815
547,Vika BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6117739976892319,0.47412992970611156
548,Vink Afvalverwerking BV,AVI,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5970085098801207,0.5155536254855893
549,Vion Apeldoorn,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6903939443698938,0.520636348249836
550,Vitelco BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5090431733110027,0.3461647155046309
551,Vleeswarenfabriek Persoon BV,Industrie,0.07,,,Optie B,80.0,200.0,200.0,2.0,,0.3212187133672306,0.5497407906065611
552,Vliegveld Ameland,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6114697114901776,0.9875146138430413
553,Vliegveld Budel,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5924518240492821,0.18107352632952173
554,Vliegveld de Kooy,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3830078296627001,0.7944964852488035
555,Vliegveld Drachten,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7255770361355505,0.8671256580383646
556,Vliegveld Eindhoven,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5392397749896565,0.2568690935731237
557,Vliegveld Hilversum,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.47454092191573005,0.5240995921839432
558,Vliegveld Hoogeveen,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8263718395722965,0.7252975731177865
559,Vliegveld Lelystad,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5696303591202074,0.6214002550945723
560,Vliegveld Luchthaven Eelde,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8415100779752493,0.868923246556544
561,Vliegveld Luchthaven Maastricht,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6382278791195175,0.05562163772593597
562,Vliegveld Luchthaven Schiphol,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.373746118478984,0.568627014193892
563,Vliegveld Midden Zeeland,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.099888539330089,0.2816725167964434
564,Vliegveld Rotterdam-Airport,Industrie,1.53,,,Optie B,80.0,200.0,200.0,2.0,,0.2881656249949543,0.4383430757203378
565,Vliegveld Seppe,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.31520906093590767,0.29160048274088385
566,Vliegveld Teuge,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.710362726182834,0.5438895575216982
567,Vliegveld Texel,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.394665794663969,0.8654764942602183
568,Vlisco Helmond BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6072857762531805,0.2623773005921322
569,Vloertegelfabriek Koninklijke Mosa BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6218306565679774,0.03721037330671116
570,Vrumona,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.48766326424994794,0.4777580900180333
571,WA Sanders Papierfabriek Coldenhove BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.710552905057243,0.4909514002432034
572,Waalsteenfabriek De Bylandt BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7160414673726855,0.4060491506166778
573,Waeles Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.34146895991429616,0.55333596764292
574,warmtenetten ETECK,BioWKK,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5302557249625774,0.5284236996102426
575,Wienerberger Dakpanfabriek Narvik Deest,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6116979261394683,0.41493814338088614
576,Wienerberger Dakpanfabriek Narvik Janssen-Dings,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7384407352005722,0.21392486879019515
577,Wienerberger Dakpanfabriek Narvik Tegelen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7399013089560329,0.2125428695441086
578,Wienerberger Steenfabriek Bemmel,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6747117943861314,0.4100038453566725
579,Wienerberger Steenfabriek de Wolfswaard,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.606829346954599,0.436924794871132
580,Wienerberger Steenfabriek Erlecom,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6872597965196342,0.4004914686843249
581,Wienerberger Steenfabriek Haaften,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.48462040225940467,0.3882084968646916
582,Wienerberger Steenfabriek Heteren,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6297268834334372,0.44345548343259117
583,Wienerberger Steenfabriek Kijfwaard Oost,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7119640323053574,0.40929140660451335
584,Wienerberger Steenfabriek Kijfwaard West,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7078827936605413,0.4099048955299837
585,Wienerberger Steenfabriek Nuance,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7046193241756836,0.3167997052709587
586,Wienerberger Steenfabriek Poriso,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6979630635713702,0.06675349322842321
587,Wienerberger Steenfabriek Schipperswaard,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5601214153997597,0.4151558329996014
588,Wienerberger Steenfabriek Thorn,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.662513721381541,0.14574843820162892
589,Wienerberger Steenfabriek Zennewijnen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5443365688238164,0.40493101757509464
590,Wilmar Edible Oils BV,Industrie,1.48,,,Optie B,80.0,200.0,200.0,2.0,,0.2591937752674941,0.41453244909146214
591,Winterswijksche Steen- en Kalkgroeve Ankerpoort BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8995907062197441,0.445731329446433
592,WKC Almere,STEG,50.16,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,GM0321,0.49193468176917304,0.5973356572438622
593,Wuppermann Staal Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32843790343979457,0.3433083638408816
594,Yakult Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4990625859820207,0.6043742882489903
595,YARA Sluiskil BV,Industrie,181.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.12841537049143223,0.19344225466561865
596,Zavin CV,AVI,2.12,,,Optie B,80.0,500.0,500.0,2.0,,0.36594878462821684,0.38787866410906235
597,Zeeland Aluminium Company NV Zalco,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.0911555254172298,0.260615993677072
598,Zeeland Refinery NV,Raffinaderij,116.25,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.09738958892035533,0.25569159063552727
599,Zeolyst CV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9419891844804765,0.9385443446147663
600,Zwanenberg Food Group BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8596265175514464,0.5939416781884371
601,Zwembad Amarena,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5423054584451288,0.5133965192637739
602,Zwembad Bosbad,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5240787151217746,0.5123047728426411
603,Zwembad Hoogland,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5329296399367673,0.5225064999742539
