gemeente,Age0to9,Age10to19,Age20to29,Age30to39,Age40to49,Age50to59,Age60to69,Age70to79,Age80to89,Age90to99,Age100plus
Appingedam,944.5802500000012,1116.9201526717561,1371.7913919413918,1131.5020332717183,1356.299001814877,1363.3824043715902,1511.4937086092705,1820.5343537414965,1886.017220543809,2017.3509933774835,2094.1697068403896
Arnhem,893.0573674588608,1114.0053746842545,1128.1558385760204,1047.1890423479283,1213.5896018905885,1249.4212247448218,1281.135423625855,1464.6552037723081,1608.6569702276638,1579.8069345074289,1528.9717948717962
Assen,838.5471116816473,1203.321785421773,1300.9781123014372,1293.9237905759041,1445.475236966812,1419.9696761904768,1296.4554896142586,1735.0921914357684,2052.427329974811,2082.4868292682927,2430.012144212524
Asten,1214.6146706586828,1492.1058676654184,1734.829667149059,1545.1616138763204,1949.5798634812284,1913.7473584905651,2296.6221505376357,2457.3317241379314,2445.3354999999997,2866.135570469799,2797.290070921986
Baarle-Nassau,1088.7094017094016,1330.9379032258057,1501.8168711656442,1697.2242524916935,1868.97030411449,1994.3455813953494,2155.028282828282,2433.3,2505.196521739131,2323.3162790697675,2628.67803468208
Baarn,758.5461538461547,1108.9308943089432,1219.4113375796187,1083.688830486203,1419.9454907161733,1319.1976386036818,1498.1669982445912,1938.2814516129024,1863.8171014492757,1804.0679438058762,2102.40836431227
Barendrecht,1020.2962800875246,1099.1947582537991,1170.0900340886408,1192.927855833844,1390.0214185063528,1414.766684266116,1535.6432835820913,1866.064150943395,1772.6383480825964,1988.5809322033888,2371.669273743017
Barneveld,945.5975639097676,1106.4634528472432,1211.50240861434,1385.8946262487177,1603.9932270916431,1744.9901480111055,1741.6105719237514,1914.5906077348075,2136.5272413793105,2157.8041116005875,2183.708256880732
Beek,973.758064516129,1348.8425781249987,1376.9899300699276,1458.8577380952402,1864.9755361397977,1652.7509187907633,1840.7181818181805,1959.4473251028821,2447.972845953004,2438.5126696832585,2662.5563356164375
Beekdaelen,1235.032530120481,1516.440809248555,1734.119925512105,1555.8141487905036,1940.567971317591,1967.235523420292,1975.8708756652143,2036.0041558441549,2390.099158485273,2295.3182831661084,2823.347106955003
Beemster,1200.8029900332212,1244.5866412213736,1345.806266318539,1349.4218362282872,1631.0694230769222,1865.2386861313892,1744.3207792207797,2112.4495327102813,2484.249431818181,2657.8322916666675,3217.7478645066262
Beesel,1044.5214285714292,1199.170915032679,1489.3998480243151,1365.6373865698718,1738.8124999999945,1817.365491452994,1905.3982113821148,1912.286690647482,2633.067096774194,2415.5793333333336,2617.065811965812
